Age,Gender,OrderedItem,When,Order Type,,
27,0,Sausage,Evening,Eat In,,
9,0,Sausage,Evening,Eat In,,
10,0,Sausage,Evening,Eat In,,
13,1,Sausage,Evening,Eat In,,
15,0,Sausage,Evening,Eat In,,
20,1,Sausage,Evening,Eat In,,
18,1,Sausage,Evening,Eat In,,
13,0,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
19,0,Sausage,Evening,Eat In,,
23,1,Sausage,Evening,Eat In,,
19,1,Sausage,Evening,Eat In,,
19,0,Sausage,Evening,Eat In,,
21,0,Sausage,Evening,Eat In,,
17,1,Sausage,Evening,Eat In,,
21,1,Sausage,Evening,Eat In,,
25,1,Sausage,Evening,Eat In,,
32,0,Sausage,Evening,Eat In,,
28,0,Sausage,Evening,Eat In,,
10,0,Sausage,Evening,Eat In,,
18,1,Sausage,Evening,Eat In,,
13,1,Sausage,Evening,Eat In,,
7,1,Sausage,Evening,Eat In,,
12,1,Sausage,Evening,Eat In,,
15,1,Sausage,Evening,Eat In,,
20,1,Sausage,Evening,Eat In,,
12,1,Sausage,Evening,Eat In,,
21,0,Sausage,Evening,Eat In,,
21,0,Sausage,Evening,Eat In,,
31,0,Sausage,Evening,Eat In,,
22,0,Sausage,Evening,Eat In,,
24,0,Sausage,Evening,Eat In,,
15,0,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
24,0,Sausage,Evening,Eat In,,
22,1,Sausage,Evening,Eat In,,
33,1,Sausage,Evening,Eat In,,
7,0,Sausage,Evening,Eat In,,
6,1,Sausage,Evening,Eat In,,
10,0,Sausage,Evening,Eat In,,
13,0,Sausage,Evening,Eat In,,
12,1,Sausage,Evening,Eat In,,
10,1,Sausage,Evening,Eat In,,
14,1,Sausage,Evening,Eat In,,
17,1,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
12,0,Sausage,Evening,Eat In,,
16,0,Sausage,Evening,Eat In,,
18,1,Sausage,Evening,Eat In,,
19,1,Sausage,Evening,Eat In,,
20,1,Sausage,Evening,Eat In,,
16,1,Sausage,Evening,Eat In,,
13,1,Sausage,Evening,Eat In,,
18,1,Sausage,Evening,Eat In,,
23,1,Sausage,Evening,Eat In,,
18,1,Sausage,Evening,Eat In,,
23,0,Sausage,Evening,Eat In,,
15,1,Sausage,Evening,Eat In,,
15,1,Sausage,Evening,Eat In,,
13,1,Sausage,Evening,Eat In,,
16,1,Sausage,Evening,Eat In,,
20,1,Sausage,Evening,Eat In,,
26,1,Sausage,Evening,Eat In,,
21,1,Sausage,Evening,Eat In,,
20,0,Sausage,Evening,Eat In,,
23,0,Sausage,Evening,Eat In,,
20,0,Sausage,Evening,Eat In,,
21,0,Sausage,Evening,Eat In,,
28,0,Sausage,Evening,Eat In,,
25,0,Sausage,Evening,Eat In,,
24,1,Sausage,Evening,Eat In,,
13,0,Sausage,Evening,Eat In,,
16,0,Sausage,Evening,Eat In,,
15,0,Sausage,Evening,Eat In,,
12,1,Sausage,Evening,Eat In,,
11,1,Sausage,Evening,Eat In,,
24,1,Sausage,Evening,Eat In,,
18,1,Sausage,Evening,Eat In,,
19,1,Sausage,Evening,Eat In,,
21,1,Sausage,Evening,Eat In,,
18,1,Sausage,Evening,Eat In,,
17,0,Sausage,Evening,Eat In,,
23,0,Sausage,Evening,Eat In,,
22,0,Sausage,Evening,Eat In,,
24,0,Sausage,Evening,Eat In,,
22,0,Sausage,Evening,Eat In,,
22,0,Sausage,Evening,Eat In,,
25,0,Sausage,Evening,Eat In,,
21,0,Sausage,Evening,Eat In,,
3,1,Sausage,Evening,Eat In,,
4,1,Sausage,Evening,Eat In,,
7,0,Sausage,Evening,Eat In,,
13,1,Sausage,Evening,Eat In,,
10,0,Sausage,Evening,Eat In,,
11,0,Sausage,Evening,Eat In,,
13,1,Sausage,Evening,Eat In,,
13,1,Sausage,Evening,Eat In,,
20,1,Sausage,Evening,Eat In,,
11,1,Sausage,Evening,Eat In,,
10,0,Sausage,Evening,Eat In,,
15,0,Sausage,Evening,Eat In,,
14,0,Sausage,Evening,Eat In,,
20,1,Sausage,Evening,Eat In,,
10,1,Sausage,Evening,Eat In,,
5,1,Sausage,Evening,Eat In,,
11,1,Sausage,Evening,Eat In,,
9,1,Sausage,Evening,Eat In,,
14,1,Sausage,Evening,Eat In,,
12,1,Sausage,Evening,Eat In,,
11,1,Sausage,Evening,Eat In,,
16,0,Sausage,Evening,Eat In,,
18,1,Sausage,Evening,Eat In,,
19,1,Sausage,Evening,Eat In,,
12,0,Sausage,Evening,Eat In,,
16,0,Sausage,Evening,Eat In,,
15,0,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
7,1,Sausage,Evening,Eat In,,
13,1,Sausage,Evening,Eat In,,
12,0,Sausage,Evening,Eat In,,
11,0,Sausage,Evening,Eat In,,
12,1,Sausage,Evening,Eat In,,
16,0,Sausage,Evening,Eat In,,
13,0,Sausage,Evening,Eat In,,
12,1,Sausage,Evening,Eat In,,
14,1,Sausage,Evening,Eat In,,
12,0,Sausage,Evening,Eat In,,
17,1,Sausage,Evening,Eat In,,
15,1,Sausage,Evening,Eat In,,
17,0,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
12,0,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
21,0,Sausage,Evening,Eat In,,
18,1,Sausage,Evening,Eat In,,
11,0,Sausage,Evening,Eat In,,
12,0,Sausage,Evening,Eat In,,
6,1,Sausage,Evening,Eat In,,
12,1,Sausage,Evening,Eat In,,
10,0,Sausage,Evening,Eat In,,
12,0,Sausage,Evening,Eat In,,
14,1,Sausage,Evening,Eat In,,
9,1,Sausage,Evening,Eat In,,
14,1,Sausage,Evening,Eat In,,
18,1,Sausage,Evening,Eat In,,
14,1,Sausage,Evening,Eat In,,
15,1,Sausage,Evening,Eat In,,
16,1,Sausage,Evening,Eat In,,
14,0,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
14,0,Sausage,Evening,Eat In,,
20,0,Sausage,Evening,Eat In,,
17,0,Sausage,Evening,Eat In,,
14,1,Sausage,Evening,Eat In,,
24,1,Sausage,Evening,Eat In,,
9,1,Sausage,Evening,Eat In,,
15,1,Sausage,Evening,Eat In,,
17,0,Sausage,Evening,Eat In,,
17,1,Sausage,Evening,Eat In,,
11,1,Sausage,Evening,Eat In,,
13,1,Sausage,Evening,Eat In,,
14,1,Sausage,Evening,Eat In,,
16,0,Sausage,Evening,Eat In,,
19,0,Sausage,Evening,Eat In,,
15,1,Sausage,Evening,Eat In,,
19,0,Sausage,Evening,Eat In,,
25,0,Sausage,Evening,Eat In,,
24,0,Sausage,Evening,Eat In,,
15,0,Sausage,Evening,Eat In,,
24,1,Sausage,Evening,Eat In,,
29,0,Sausage,Evening,Eat In,,
24,1,Sausage,Evening,Eat In,,
37,0,Sausage,Evening,Eat In,,
1,1,Sausage,Evening,Eat In,,
15,0,Sausage,Evening,Eat In,,
15,1,Sausage,Evening,Eat In,,
14,0,Sausage,Evening,Eat In,,
25,1,Sausage,Evening,Eat In,,
24,0,Sausage,Evening,Eat In,,
30,1,Sausage,Evening,Eat In,,
30,0,Sausage,Evening,Eat In,,
5,1,Sausage,Evening,Eat In,,
13,0,Sausage,Evening,Eat In,,
11,0,Sausage,Evening,Eat In,,
11,0,Sausage,Evening,Eat In,,
16,0,Sausage,Evening,Eat In,,
19,0,Sausage,Evening,Eat In,,
26,1,Sausage,Evening,Eat In,,
18,1,Sausage,Evening,Eat In,,
20,0,Sausage,Evening,Eat In,,
27,0,Sausage,Evening,Eat In,,
23,0,Sausage,Evening,Eat In,,
23,0,Sausage,Evening,Eat In,,
10,0,Sausage,Evening,Eat In,,
20,0,Sausage,Evening,Eat In,,
14,1,Sausage,Evening,Eat In,,
21,1,Sausage,Evening,Eat In,,
11,1,Sausage,Evening,Eat In,,
12,0,Sausage,Evening,Eat In,,
15,1,Sausage,Evening,Eat In,,
20,0,Sausage,Evening,Eat In,,
21,0,Sausage,Evening,Eat In,,
23,1,Sausage,Evening,Eat In,,
22,1,Sausage,Evening,Eat In,,
19,0,Sausage,Evening,Eat In,,
22,1,Sausage,Evening,Eat In,,
27,1,Sausage,Evening,Eat In,,
5,0,Sausage,Evening,Eat In,,
10,0,Sausage,Evening,Eat In,,
8,0,Sausage,Evening,Eat In,,
8,0,Sausage,Evening,Eat In,,
10,0,Sausage,Evening,Eat In,,
14,1,Sausage,Evening,Eat In,,
18,1,Sausage,Evening,Eat In,,
10,0,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
12,1,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
16,1,Sausage,Evening,Eat In,,
26,1,Sausage,Evening,Eat In,,
20,1,Sausage,Evening,Eat In,,
11,0,Sausage,Evening,Eat In,,
12,0,Sausage,Evening,Eat In,,
5,0,Sausage,Evening,Eat In,,
13,0,Sausage,Evening,Eat In,,
8,0,Sausage,Evening,Eat In,,
13,0,Sausage,Evening,Eat In,,
11,1,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
10,0,Sausage,Evening,Eat In,,
10,0,Sausage,Evening,Eat In,,
19,1,Sausage,Evening,Eat In,,
15,1,Sausage,Evening,Eat In,,
16,1,Sausage,Evening,Eat In,,
24,1,Sausage,Evening,Eat In,,
11,0,Sausage,Evening,Eat In,,
16,0,Sausage,Evening,Eat In,,
13,0,Sausage,Evening,Eat In,,
17,1,Sausage,Evening,Eat In,,
20,0,Sausage,Evening,Eat In,,
20,1,Sausage,Evening,Eat In,,
14,0,Sausage,Evening,Eat In,,
17,1,Sausage,Evening,Eat In,,
21,0,Sausage,Evening,Eat In,,
21,0,Sausage,Evening,Eat In,,
15,0,Sausage,Evening,Eat In,,
36,0,Sausage,Evening,Eat In,,
42,0,Sausage,Evening,Eat In,,
23,1,Sausage,Evening,Eat In,,
23,1,Sausage,Evening,Eat In,,
38,1,Sausage,Evening,Eat In,,
19,1,Sausage,Evening,Eat In,,
26,1,Sausage,Evening,Eat In,,
21,0,Sausage,Evening,Eat In,,
20,1,Sausage,Evening,Eat In,,
52,0,Sausage,Evening,Eat In,,
43,0,Sausage,Evening,Eat In,,
44,1,Sausage,Evening,Eat In,,
66,0,Sausage,Evening,Eat In,,
35,1,Sausage,Evening,Eat In,,
52,0,Sausage,Evening,Eat In,,
35,0,Sausage,Evening,Eat In,,
24,0,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
45,0,Sausage,Evening,Eat In,,
30,1,Sausage,Evening,Eat In,,
37,1,Sausage,Evening,Eat In,,
26,0,Sausage,Evening,Eat In,,
24,0,Sausage,Evening,Eat In,,
17,1,Sausage,Evening,Eat In,,
17,0,Sausage,Evening,Eat In,,
22,1,Sausage,Evening,Eat In,,
19,1,Sausage,Evening,Eat In,,
23,1,Sausage,Evening,Eat In,,
13,0,Sausage,Evening,Eat In,,
19,0,Sausage,Evening,Eat In,,
11,0,Sausage,Evening,Eat In,,
11,0,Sausage,Evening,Eat In,,
12,0,Sausage,Evening,Eat In,,
15,0,Sausage,Evening,Eat In,,
11,1,Sausage,Evening,Eat In,,
11,0,Sausage,Evening,Eat In,,
21,0,Sausage,Evening,Eat In,,
26,0,Sausage,Evening,Eat In,,
18,1,Sausage,Evening,Eat In,,
35,1,Sausage,Evening,Eat In,,
23,1,Sausage,Evening,Eat In,,
25,1,Sausage,Evening,Eat In,,
29,0,Sausage,Evening,Eat In,,
26,0,Sausage,Evening,Eat In,,
23,0,Sausage,Evening,Eat In,,
26,1,Sausage,Evening,Eat In,,
22,0,Sausage,Evening,Eat In,,
21,1,Sausage,Evening,Eat In,,
14,0,Sausage,Evening,Eat In,,
20,1,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
22,0,Sausage,Evening,Eat In,,
26,0,Sausage,Evening,Eat In,,
23,0,Sausage,Evening,Eat In,,
24,0,Sausage,Evening,Eat In,,
14,1,Sausage,Evening,Eat In,,
21,1,Sausage,Evening,Eat In,,
19,1,Sausage,Evening,Eat In,,
17,1,Sausage,Evening,Eat In,,
23,1,Sausage,Evening,Eat In,,
16,0,Sausage,Evening,Eat In,,
17,1,Sausage,Evening,Eat In,,
21,0,Sausage,Evening,Eat In,,
36,0,Sausage,Evening,Eat In,,
35,1,Sausage,Evening,Eat In,,
19,0,Sausage,Evening,Eat In,,
20,1,Sausage,Evening,Eat In,,
19,1,Sausage,Evening,Eat In,,
27,0,Sausage,Evening,Eat In,,
28,1,Sausage,Evening,Eat In,,
16,1,Sausage,Evening,Eat In,,
20,1,Sausage,Evening,Eat In,,
23,1,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
17,0,Sausage,Evening,Eat In,,
27,1,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
19,0,Sausage,Evening,Eat In,,
13,0,Sausage,Evening,Eat In,,
18,0,Sausage,Evening,Eat In,,
15,1,Sausage,Evening,Eat In,,
15,0,Sausage,Evening,Eat In,,
20,1,Sausage,Evening,Eat In,,
36,0,Sausage,Evening,Eat In,,
22,1,Beef Burger,Evening,Eat In,,
28,0,Beef Burger,Evening,Eat In,,
24,1,Beef Burger,Evening,Eat In,,
22,0,Beef Burger,Evening,Eat In,,
25,1,Beef Burger,Evening,Eat In,,
25,0,Beef Burger,Evening,Eat In,,
22,1,Beef Burger,Evening,Eat In,,
17,0,Beef Burger,Evening,Eat In,,
13,1,Beef Burger,Evening,Take Away,,
19,0,Beef Burger,Evening,Take Away,,
24,0,Beef Burger,Evening,Take Away,,
14,0,Beef Burger,Evening,Take Away,,
13,0,Beef Burger,Evening,Take Away,,
22,0,Beef Burger,Evening,Take Away,,
15,1,Beef Burger,Evening,Take Away,,
14,1,Beef Burger,Evening,Take Away,,
14,0,Beef Burger,Evening,Take Away,,
8,0,Beef Burger,Evening,Take Away,,
14,0,Beef Burger,Evening,Take Away,,
30,0,Beef Burger,Evening,Take Away,,
18,0,Beef Burger,Evening,Take Away,,
25,0,Beef Burger,Evening,Take Away,,
16,1,Beef Burger,Evening,Take Away,,
24,1,Beef Burger,Evening,Take Away,,
25,1,Beef Burger,Evening,Take Away,,
18,0,Beef Burger,Evening,Take Away,,
20,1,Beef Burger,Evening,Take Away,,
12,0,Beef Burger,Evening,Take Away,,
16,0,Beef Burger,Evening,Take Away,,
14,1,Beef Burger,Evening,Take Away,,
14,1,Beef Burger,Evening,Take Away,,
13,0,Beef Burger,Evening,Take Away,,
19,1,Beef Burger,Evening,Take Away,,
11,1,Beef Burger,Evening,Take Away,,
10,0,Beef Burger,Evening,Take Away,,
19,0,Beef Burger,Evening,Take Away,,
16,0,Beef Burger,Evening,Take Away,,
11,0,Beef Burger,Evening,Take Away,,
19,0,Beef Burger,Evening,Take Away,,
29,1,Beef Burger,Evening,Take Away,,
29,1,Beef Burger,Evening,Take Away,,
20,0,Beef Burger,Evening,Take Away,,
16,0,Beef Burger,Evening,Take Away,,
16,1,Beef Burger,Evening,Take Away,,
20,0,Beef Burger,Evening,Take Away,,
13,1,Beef Burger,Evening,Take Away,,
14,1,Beef Burger,Evening,Take Away,,
17,1,Beef Burger,Evening,Take Away,,
18,0,Beef Burger,Evening,Take Away,,
11,0,Beef Burger,Evening,Take Away,,
10,0,Beef Burger,Evening,Take Away,,
15,0,Beef Burger,Evening,Take Away,,
12,0,Beef Burger,Evening,Take Away,,
15,0,Beef Burger,Evening,Take Away,,
13,1,Beef Burger,Evening,Take Away,,
16,0,Beef Burger,Evening,Take Away,,
11,0,Beef Burger,Evening,Take Away,,
18,0,Beef Burger,Evening,Take Away,,
18,1,Beef Burger,Evening,Take Away,,
21,1,Beef Burger,Evening,Take Away,,
38,1,Beef Burger,Evening,Take Away,,
18,1,Beef Burger,Evening,Take Away,,
20,0,Beef Burger,Evening,Take Away,,
25,0,Beef Burger,Evening,Take Away,,
22,0,Beef Burger,Evening,Take Away,,
18,1,Beef Burger,Evening,Take Away,,
21,0,Beef Burger,Evening,Take Away,,
18,1,Beef Burger,Evening,Take Away,,
20,0,Beef Burger,Evening,Take Away,,
20,1,Beef Burger,Evening,Take Away,,
17,0,Beef Burger,Evening,Take Away,,
15,0,Beef Burger,Evening,Take Away,,
14,0,Beef Burger,Evening,Take Away,,
15,0,Beef Burger,Evening,Take Away,,
16,0,Beef Burger,Evening,Take Away,,
11,1,Beef Burger,Evening,Take Away,,
11,1,Beef Burger,Evening,Take Away,,
38,1,Beef Burger,Evening,Take Away,,
40,1,Beef Burger,Evening,Take Away,,
23,1,Beef Burger,Evening,Take Away,,
22,0,Beef Burger,Evening,Take Away,,
27,1,Beef Burger,Evening,Take Away,,
20,0,Beef Burger,Evening,Take Away,,
17,0,Beef Burger,Evening,Take Away,,
13,1,Beef Burger,Evening,Take Away,,
21,0,Beef Burger,Evening,Take Away,,
18,1,Beef Burger,Evening,Take Away,,
15,0,Beef Burger,Evening,Take Away,,
15,0,Beef Burger,Evening,Take Away,,
14,0,Beef Burger,Evening,Take Away,,
12,0,Beef Burger,Evening,Take Away,,
18,0,Beef Burger,Noon,Take Away,,
19,0,Beef Burger,Noon,Take Away,,
13,0,Beef Burger,Noon,Take Away,,
13,0,Beef Burger,Noon,Take Away,,
19,1,Beef Burger,Noon,Take Away,,
22,1,Beef Burger,Noon,Take Away,,
22,0,Beef Burger,Noon,Take Away,,
15,1,Beef Burger,Noon,Take Away,,
15,0,Beef Burger,Noon,Take Away,,
12,0,Beef Burger,Noon,Take Away,,
17,1,Beef Burger,Noon,Take Away,,
18,1,Beef Burger,Noon,Take Away,,
14,1,Beef Burger,Noon,Take Away,,
12,1,Beef Burger,Noon,Take Away,,
12,0,Beef Burger,Noon,Take Away,,
17,0,Beef Burger,Noon,Take Away,,
15,1,White Tea,Morning,Take Away,,
19,1,White Tea,Morning,Take Away,,
11,1,White Tea,Morning,Take Away,,
10,0,White Tea,Morning,Take Away,,
11,1,White Tea,Morning,Take Away,,
20,1,White Tea,Morning,Take Away,,
12,0,White Tea,Morning,Take Away,,
10,0,White Tea,Morning,Take Away,,
22,0,White Tea,Morning,Take Away,,
34,0,White Tea,Morning,Take Away,,
21,0,White Tea,Morning,Take Away,,
24,1,White Tea,Morning,Take Away,,
22,0,White Tea,Morning,Take Away,,
25,0,White Tea,Morning,Take Away,,
14,1,White Tea,Morning,Take Away,,
21,1,White Tea,Morning,Take Away,,
17,0,White Tea,Morning,Take Away,,
19,0,White Tea,Morning,Take Away,,
12,1,White Tea,Morning,Take Away,,
17,1,White Tea,Morning,Take Away,,
19,1,White Tea,Morning,Take Away,,
16,1,White Tea,Morning,Take Away,,
35,1,White Tea,Morning,Take Away,,
29,1,White Tea,Morning,Take Away,,
18,1,White Tea,Morning,Take Away,,
21,0,White Tea,Morning,Take Away,,
21,0,White Tea,Morning,Eat In,,
19,0,White Tea,Morning,Eat In,,
23,0,White Tea,Morning,Eat In,,
20,0,White Tea,Morning,Eat In,,
19,1,White Tea,Morning,Eat In,,
16,0,White Tea,Morning,Eat In,,
12,1,White Tea,Morning,Eat In,,
18,0,White Tea,Morning,Eat In,,
21,0,White Tea,Morning,Eat In,,
16,0,White Tea,Morning,Eat In,,
20,1,White Tea,Morning,Eat In,,
10,1,White Tea,Morning,Eat In,,
9,1,White Tea,Morning,Eat In,,
15,1,White Tea,Morning,Eat In,,
20,1,White Tea,Morning,Eat In,,
19,1,White Tea,Morning,Eat In,,
16,1,White Tea,Morning,Eat In,,
17,0,White Tea,Morning,Eat In,,
11,0,White Tea,Morning,Eat In,,
11,0,White Tea,Morning,Eat In,,
13,0,White Tea,Morning,Eat In,,
12,0,White Tea,Morning,Eat In,,
11,0,White Tea,Morning,Eat In,,
19,0,White Tea,Morning,Eat In,,
13,0,White Tea,Mid-Morning,Eat In,,
18,1,White Tea,Mid-Morning,Eat In,,
16,1,White Tea,Mid-Morning,Eat In,,
18,0,White Tea,Mid-Morning,Eat In,,
19,1,Boiled Eggs,Morning,Eat In,,
25,0,Boiled Eggs,Morning,Eat In,,
22,0,Boiled Eggs,Morning,Eat In,,
18,1,Boiled Eggs,Morning,Eat In,,
12,1,Boiled Eggs,Morning,Eat In,,
11,1,Boiled Eggs,Morning,Eat In,,
19,1,Boiled Eggs,Morning,Eat In,,
11,0,Boiled Eggs,Morning,Eat In,,
12,0,Boiled Eggs,Morning,Eat In,,
11,1,Boiled Eggs,Morning,Eat In,,
18,1,Boiled Eggs,Morning,Eat In,,
19,1,Boiled Eggs,Morning,Eat In,,
11,0,Boiled Eggs,Morning,Eat In,,
8,1,Boiled Eggs,Morning,Eat In,,
17,1,Boiled Eggs,Morning,Eat In,,
17,0,Boiled Eggs,Morning,Eat In,,
18,0,Boiled Eggs,Morning,Eat In,,
16,0,Boiled Eggs,Morning,Eat In,,
15,0,Boiled Eggs,Morning,Eat In,,
15,0,Boiled Eggs,Morning,Eat In,,
12,1,Boiled Eggs,Morning,Eat In,,
11,0,Boiled Eggs,Morning,Eat In,,
16,0,Boiled Eggs,Morning,Eat In,,
10,1,Boiled Eggs,Morning,Eat In,,
16,1,Boiled Eggs,Morning,Eat In,,
11,0,Boiled Eggs,Morning,Eat In,,
17,0,Boiled Eggs,Morning,Eat In,,
10,1,Boiled Eggs,Morning,Eat In,,
9,1,Boiled Eggs,Morning,Eat In,,
12,1,Boiled Eggs,Morning,Eat In,,
11,1,Boiled Eggs,Morning,Eat In,,
8,1,Boiled Eggs,Morning,Eat In,,
18,1,Boiled Eggs,Morning,Eat In,,
16,1,Boiled Eggs,Morning,Eat In,,
16,0,Boiled Eggs,Morning,Eat In,,
17,0,Boiled Eggs,Morning,Eat In,,
12,0,Boiled Eggs,Morning,Eat In,,
13,0,Boiled Eggs,Morning,Eat In,,
21,0,Boiled Eggs,Morning,Eat In,,
13,1,Boiled Eggs,Morning,Eat In,,
16,0,Boiled Eggs,Morning,Eat In,,
14,1,Boiled Eggs,Morning,Eat In,,
14,0,Boiled Eggs,Morning,Eat In,,
14,0,Boiled Eggs,Morning,Eat In,,
16,0,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
13,1,Boiled Eggs,Morning,Eat In,,
12,1,Boiled Eggs,Morning,Eat In,,
10,1,Boiled Eggs,Morning,Eat In,,
6,1,Boiled Eggs,Morning,Eat In,,
13,1,Boiled Eggs,Morning,Eat In,,
21,0,Boiled Eggs,Morning,Eat In,,
23,0,Boiled Eggs,Morning,Eat In,,
24,0,Boiled Eggs,Morning,Eat In,,
27,0,Boiled Eggs,Morning,Eat In,,
23,0,Boiled Eggs,Morning,Eat In,,
18,0,Boiled Eggs,Morning,Eat In,,
25,0,Boiled Eggs,Morning,Eat In,,
19,0,Boiled Eggs,Morning,Eat In,,
22,1,Boiled Eggs,Morning,Eat In,,
17,1,Boiled Eggs,Morning,Eat In,,
17,0,Boiled Eggs,Morning,Eat In,,
19,1,Boiled Eggs,Morning,Eat In,,
19,0,Boiled Eggs,Morning,Eat In,,
9,0,Boiled Eggs,Morning,Eat In,,
18,1,Boiled Eggs,Morning,Eat In,,
16,1,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
11,1,Boiled Eggs,Morning,Eat In,,
24,0,Boiled Eggs,Morning,Eat In,,
22,0,Boiled Eggs,Morning,Eat In,,
24,1,Boiled Eggs,Morning,Eat In,,
21,1,Boiled Eggs,Morning,Eat In,,
20,1,Boiled Eggs,Morning,Eat In,,
26,0,Boiled Eggs,Morning,Eat In,,
16,1,Boiled Eggs,Morning,Eat In,,
14,1,Boiled Eggs,Morning,Eat In,,
33,0,Boiled Eggs,Morning,Eat In,,
18,0,Boiled Eggs,Morning,Eat In,,
20,0,Boiled Eggs,Morning,Eat In,,
14,0,Boiled Eggs,Morning,Eat In,,
16,0,Boiled Eggs,Morning,Eat In,,
23,1,Boiled Eggs,Morning,Eat In,,
20,0,Boiled Eggs,Morning,Eat In,,
15,0,Boiled Eggs,Morning,Eat In,,
20,1,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
12,0,Boiled Eggs,Morning,Eat In,,
16,0,Boiled Eggs,Morning,Eat In,,
26,1,Boiled Eggs,Morning,Eat In,,
26,1,Boiled Eggs,Morning,Eat In,,
20,1,Boiled Eggs,Morning,Eat In,,
21,1,Boiled Eggs,Morning,Eat In,,
17,1,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
17,0,Boiled Eggs,Morning,Eat In,,
17,0,Boiled Eggs,Morning,Eat In,,
24,0,Boiled Eggs,Morning,Eat In,,
21,0,Boiled Eggs,Morning,Eat In,,
15,0,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
14,0,Boiled Eggs,Morning,Eat In,,
29,1,Boiled Eggs,Morning,Eat In,,
27,0,Boiled Eggs,Morning,Eat In,,
23,0,Boiled Eggs,Morning,Eat In,,
11,0,Boiled Eggs,Morning,Eat In,,
13,1,Boiled Eggs,Morning,Eat In,,
21,1,Boiled Eggs,Morning,Eat In,,
13,1,Boiled Eggs,Morning,Eat In,,
12,1,Boiled Eggs,Morning,Eat In,,
13,1,Boiled Eggs,Morning,Eat In,,
19,1,Boiled Eggs,Morning,Eat In,,
14,1,Boiled Eggs,Morning,Eat In,,
10,0,Boiled Eggs,Morning,Eat In,,
18,0,Boiled Eggs,Morning,Eat In,,
17,0,Boiled Eggs,Morning,Eat In,,
27,0,Boiled Eggs,Morning,Eat In,,
20,0,Boiled Eggs,Morning,Eat In,,
12,0,Boiled Eggs,Morning,Eat In,,
14,0,Boiled Eggs,Morning,Eat In,,
13,0,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
20,0,Boiled Eggs,Morning,Eat In,,
13,1,Boiled Eggs,Morning,Eat In,,
12,0,Boiled Eggs,Morning,Eat In,,
14,0,Boiled Eggs,Morning,Eat In,,
17,1,Boiled Eggs,Morning,Eat In,,
18,1,Boiled Eggs,Morning,Eat In,,
18,1,Boiled Eggs,Morning,Eat In,,
19,1,Boiled Eggs,Morning,Eat In,,
19,0,Boiled Eggs,Morning,Eat In,,
19,0,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
20,1,Boiled Eggs,Morning,Eat In,,
13,1,Boiled Eggs,Morning,Eat In,,
21,0,Boiled Eggs,Morning,Eat In,,
12,1,Boiled Eggs,Morning,Eat In,,
19,1,Boiled Eggs,Morning,Eat In,,
14,0,Boiled Eggs,Morning,Eat In,,
28,0,Boiled Eggs,Morning,Eat In,,
27,0,Boiled Eggs,Morning,Eat In,,
19,0,Boiled Eggs,Morning,Eat In,,
18,0,Boiled Eggs,Morning,Eat In,,
29,1,Boiled Eggs,Morning,Eat In,,
31,0,Boiled Eggs,Morning,Eat In,,
11,0,Boiled Eggs,Morning,Eat In,,
11,1,Boiled Eggs,Morning,Eat In,,
16,1,Boiled Eggs,Morning,Eat In,,
10,0,Boiled Eggs,Morning,Eat In,,
16,0,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
22,1,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
15,1,Boiled Eggs,Morning,Eat In,,
16,1,Boiled Eggs,Morning,Eat In,,
22,1,Boiled Eggs,Morning,Eat In,,
12,0,Boiled Eggs,Morning,Eat In,,
13,1,Boiled Eggs,Morning,Eat In,,
28,1,Boiled Eggs,Morning,Eat In,,
19,0,Boiled Eggs,Morning,Eat In,,
